seed,core,preference,cards,phase,total,max_drawdown,satellites,policies,contributions,goal
143,sp500,高配当株＋ゴールド優先,true,clear,3278149,-0.2361943968023124,gold+dividend,contributions+emergencyFund,320000,true
144,sp500,高配当株＋ゴールド優先,true,clear,1021652,-0.324631,gold+dividend,contributions+emergencyFund,240000,false
145,sp500,高配当株＋ゴールド優先,true,clear,16860653,-0.09158716392020816,dividend+gold,contributions+emergencyFund,160000,true
146,sp500,高配当株＋ゴールド優先,true,clear,4328947,-0.15624,gold+dividend,emergencyFund+contributions,80000,true
147,sp500,高配当株＋ゴールド優先,true,clear,6128426,-0.33570315025683395,dividend,emergencyFund+reinvestment+contributions,80000,true
148,sp500,高配当株＋ゴールド優先,true,clear,2160664,-0.2901059841863032,dividend+gold,contributions+emergencyFund,160000,false
149,sp500,高配当株＋ゴールド優先,true,clear,6697358,-0.26238715251914313,dividend+gold,contributions+emergencyFund,320000,true
150,sp500,高配当株＋ゴールド優先,true,clear,2810462,-0.18687988553806528,gold+dividend,contributions+emergencyFund,160000,false
151,sp500,高配当株＋ゴールド優先,true,clear,1795342,-0.6550526072032519,gold+dividend,contributions+emergencyFund,160000,false
152,sp500,高配当株＋ゴールド優先,true,clear,2069035,-0.3228,dividend+gold,contributions+emergencyFund,160000,false
153,sp500,高配当株＋ゴールド優先,true,clear,3279442,-0.3754403744659834,dividend+gold,contributions+emergencyFund,160000,true
154,sp500,高配当株＋ゴールド優先,true,clear,15110689,-0.059571464182224,dividend+gold,contributions+emergencyFund,160000,true
155,sp500,高配当株＋ゴールド優先,true,clear,5367142,-0.18816968241768323,dividend+gold,reinvestment+contributions,80000,true
156,sp500,高配当株＋ゴールド優先,true,clear,4638688,-0.2527,dividend+gold,contributions+emergencyFund,160000,true
157,sp500,高配当株＋ゴールド優先,true,clear,1861613,-0.4128112111642102,dividend+gold,contributions+emergencyFund,320000,false
158,sp500,高配当株＋ゴールド優先,true,clear,1498296,-0.2929886698163871,dividend+gold,contributions+emergencyFund,160000,false
159,sp500,高配当株＋ゴールド優先,true,clear,2039274,-0.315050173377917,dividend+gold,contributions+emergencyFund,160000,false
160,sp500,高配当株＋ゴールド優先,true,clear,1589690,-0.34374848105572703,dividend+gold,emergencyFund+contributions,80000,false
161,sp500,高配当株＋ゴールド優先,true,clear,3379749,-0.2605179041557741,dividend+gold,contributions+emergencyFund,160000,true
162,sp500,高配当株＋ゴールド優先,true,clear,5910548,-0.2918847834000728,gold+dividend,contributions+emergencyFund,160000,true
163,sp500,高配当株＋ゴールド優先,true,clear,19116635,-0.0688233999494714,dividend+gold,contributions+emergencyFund,320000,true
164,sp500,高配当株＋ゴールド優先,true,clear,5853278,-0.131142,dividend,contributions+reinvestment+emergencyFund,240000,true
165,sp500,高配当株＋ゴールド優先,true,clear,2535665,-0.3339648521101925,gold+dividend,contributions+emergencyFund,240000,false
166,sp500,高配当株＋ゴールド優先,true,clear,1690408,-0.30792537863131203,dividend,contributions+emergencyFund+reinvestment,240000,false
167,sp500,高配当株＋ゴールド優先,true,clear,1913727,-0.24784797351161497,gold+dividend,contributions+emergencyFund,160000,false
168,sp500,高配当株＋ゴールド優先,true,clear,6564805,-0.18039144058867193,gold+dividend,contributions+emergencyFund,240000,true
169,sp500,高配当株＋ゴールド優先,true,clear,5492879,-0.19785947653152614,gold+dividend,contributions+emergencyFund,240000,true
170,sp500,高配当株＋ゴールド優先,true,clear,3576203,-0.41820066550857443,dividend+gold,contributions+emergencyFund,240000,true
171,sp500,高配当株＋ゴールド優先,true,clear,4119512,-0.14975023033513762,dividend+gold,emergencyFund+contributions,80000,true
172,sp500,高配当株＋ゴールド優先,true,clear,6919231,-0.20270815239482318,gold+dividend,contributions+emergencyFund,320000,true
173,sp500,高配当株＋ゴールド優先,true,clear,2819493,-0.26412661177421226,dividend,contributions+emergencyFund+reinvestment,320000,false
174,sp500,高配当株＋ゴールド優先,true,clear,3448748,-0.25921579638792464,dividend+gold,contributions+emergencyFund,240000,true
175,sp500,高配当株＋ゴールド優先,true,clear,850514,-0.5679340071092649,dividend+gold,contributions+emergencyFund,320000,false
176,sp500,高配当株＋ゴールド優先,true,clear,4223603,-0.33981282299921606,dividend+gold,contributions+emergencyFund,240000,true
177,sp500,高配当株＋ゴールド優先,true,clear,4027766,-0.42561024017686666,dividend+gold,contributions+emergencyFund,320000,true
178,sp500,高配当株＋ゴールド優先,true,clear,1289232,-0.3938775860000343,dividend+gold,contributions+emergencyFund,240000,false
179,sp500,高配当株＋ゴールド優先,true,clear,2406587,-0.3830547953393261,dividend+gold,emergencyFund+contributions,80000,false
180,sp500,高配当株＋ゴールド優先,true,clear,6650086,-0.1577078854635314,dividend+gold,contributions+emergencyFund,160000,true
181,sp500,高配当株＋ゴールド優先,true,clear,6520024,-0.2861076026501806,dividend+gold,contributions+emergencyFund,160000,true
182,sp500,高配当株＋ゴールド優先,true,clear,8744607,-0.1865689616752703,dividend+gold,emergencyFund+contributions,240000,true
183,sp500,高配当株＋ゴールド優先,true,clear,3331866,-0.2322140896973279,gold+dividend,contributions+emergencyFund,320000,true
184,sp500,高配当株＋ゴールド優先,true,clear,157704,-0.867831,dividend+gold,emergencyFund+contributions,80000,false
185,sp500,高配当株＋ゴールド優先,true,clear,6172013,-0.2437235646469174,gold+dividend,emergencyFund+contributions,240000,true
186,sp500,高配当株＋ゴールド優先,true,clear,1876377,-0.3533215010141988,gold+dividend,emergencyFund+contributions,80000,false
187,sp500,高配当株＋ゴールド優先,true,clear,4085856,-0.35580029806167746,gold+dividend,reinvestment+contributions,80000,true
188,sp500,高配当株＋ゴールド優先,true,clear,1465760,-0.25771475868763516,dividend+gold,contributions+emergencyFund,240000,false
189,sp500,高配当株＋ゴールド優先,true,clear,3862182,-0.23443511377259416,gold,reinvestment+contributions+emergencyFund,160000,true
190,sp500,高配当株＋ゴールド優先,true,clear,2382799,-0.4649903857246272,gold+dividend,emergencyFund+contributions,80000,false
191,sp500,高配当株＋ゴールド優先,true,clear,2285848,-0.2023454530904985,gold+dividend,contributions+emergencyFund,240000,false
192,sp500,高配当株＋ゴールド優先,true,clear,1273627,-0.5090416068162121,dividend+gold,contributions+emergencyFund,240000,false
193,sp500,高配当株＋ゴールド優先,true,clear,2644250,-0.11589295712881716,gold+dividend,contributions+emergencyFund,320000,false
194,sp500,高配当株＋ゴールド優先,true,clear,3979617,-0.221683,dividend+gold,contributions+reinvestment,320000,true
195,sp500,高配当株＋ゴールド優先,true,clear,2853729,-0.159013,dividend+gold,contributions+emergencyFund,160000,false
196,sp500,高配当株＋ゴールド優先,true,clear,1665935,-0.311904,gold+dividend,contributions+emergencyFund,160000,false
197,sp500,高配当株＋ゴールド優先,true,clear,11361232,-0.19380857931022302,dividend+gold,contributions+emergencyFund,160000,true
198,sp500,高配当株＋ゴールド優先,true,clear,795643,-0.6294758610497123,gold+dividend,contributions+emergencyFund,160000,false
199,sp500,高配当株＋ゴールド優先,true,clear,1441397,-0.3343300001523465,dividend+gold,contributions+emergencyFund,240000,false
200,sp500,高配当株＋ゴールド優先,true,clear,3839646,-0.39085996291459535,dividend+gold,contributions+emergencyFund,160000,true
201,sp500,高配当株＋ゴールド優先,true,clear,3209989,-0.2126334988774857,gold+dividend,contributions+emergencyFund,240000,true
202,sp500,高配当株＋ゴールド優先,true,clear,8576190,-0.2472427038408759,gold+dividend,emergencyFund+contributions,80000,true
203,sp500,高配当株＋ゴールド優先,true,clear,3232389,-0.22235475457683698,gold+dividend,contributions+reinvestment,240000,true
204,sp500,高配当株＋ゴールド優先,true,clear,2360332,-0.3741654438738078,dividend+gold,emergencyFund+contributions,80000,false
205,sp500,高配当株＋ゴールド優先,true,clear,9002385,-0.0877005656915906,dividend+gold,contributions+emergencyFund,240000,true
206,sp500,高配当株＋ゴールド優先,true,clear,4859401,-0.1687655536386775,dividend+gold,contributions+emergencyFund,240000,true
207,sp500,高配当株＋ゴールド優先,true,clear,6462673,-0.31339997019503624,gold+dividend,contributions+emergencyFund,160000,true
208,sp500,高配当株＋ゴールド優先,true,clear,9366793,-0.21664136502120845,gold+dividend,reinvestment+contributions,160000,true
209,sp500,高配当株＋ゴールド優先,true,clear,4883492,-0.27437793408842864,gold+dividend,contributions+emergencyFund,320000,true
210,sp500,高配当株＋ゴールド優先,true,clear,2054487,-0.5228513825174408,dividend,contributions+reinvestment+emergencyFund,240000,false
211,sp500,高配当株＋ゴールド優先,true,clear,876735,-0.3081146304199601,dividend+gold,contributions+emergencyFund,160000,false
212,sp500,高配当株＋ゴールド優先,true,clear,7474458,-0.07733931725374853,dividend+gold,emergencyFund+reinvestment,0,true
213,sp500,高配当株＋ゴールド優先,true,clear,2975025,-0.368426,dividend+gold,contributions+emergencyFund,240000,false
214,sp500,高配当株＋ゴールド優先,true,clear,3278543,-0.2949697478653355,gold+dividend,contributions+emergencyFund,160000,true
215,sp500,高配当株＋ゴールド優先,true,clear,7772117,-0.32471334748047914,dividend,contributions+emergencyFund+reinvestment,320000,true
216,sp500,高配当株＋ゴールド優先,true,clear,960545,-0.299125,gold,contributions+reinvestment+emergencyFund,320000,false
217,sp500,高配当株＋ゴールド優先,true,clear,4703986,-0.10659680766236482,dividend+gold,contributions+emergencyFund,240000,true
218,sp500,高配当株＋ゴールド優先,true,clear,3616459,-0.3307443172775346,gold+dividend,contributions+emergencyFund,160000,true
219,sp500,高配当株＋ゴールド優先,true,clear,1749027,-0.5232502912447352,dividend+gold,contributions+emergencyFund,160000,false
220,sp500,高配当株＋ゴールド優先,true,clear,6450176,-0.1307794408712428,dividend+gold,contributions+emergencyFund,240000,true
221,sp500,高配当株＋ゴールド優先,true,clear,2393641,-0.1895270368117705,dividend+gold,contributions+emergencyFund,160000,false
222,sp500,高配当株＋ゴールド優先,true,clear,3171594,-0.31141,dividend+gold,contributions+emergencyFund,320000,true
223,sp500,高配当株＋ゴールド優先,true,clear,5049789,-0.12284122587008349,gold+dividend,emergencyFund+contributions,80000,true
224,sp500,高配当株＋ゴールド優先,true,clear,2267894,-0.33252886060345843,dividend+gold,contributions+emergencyFund,160000,false
225,sp500,高配当株＋ゴールド優先,true,clear,11836641,-0.2219002340067895,dividend+gold,contributions+emergencyFund,160000,true
226,sp500,高配当株＋ゴールド優先,true,clear,5571654,-0.20159783027132697,dividend+gold,contributions+emergencyFund,160000,true
227,sp500,高配当株＋ゴールド優先,true,clear,2941847,-0.20327782704055997,gold+dividend,contributions+emergencyFund,240000,false
228,sp500,高配当株＋ゴールド優先,true,clear,2281708,-0.19062799415069817,dividend+gold,contributions+emergencyFund,160000,false
229,sp500,高配当株＋ゴールド優先,true,clear,1039048,-0.5495433864188619,gold+dividend,emergencyFund+contributions,80000,false
230,sp500,高配当株＋ゴールド優先,true,clear,1891996,-0.22821035799366904,gold+dividend,contributions+emergencyFund,160000,false
231,sp500,高配当株＋ゴールド優先,true,clear,5289209,-0.3788148604960916,dividend,emergencyFund+reinvestment+contributions,160000,true
232,sp500,高配当株＋ゴールド優先,true,clear,3273491,-0.18025704788923685,dividend+gold,contributions+emergencyFund,320000,true
233,sp500,高配当株＋ゴールド優先,true,clear,2018716,-0.3655550091864759,dividend,contributions+emergencyFund+reinvestment,240000,false
234,sp500,高配当株＋ゴールド優先,true,clear,2975407,-0.3070763824806942,dividend+gold,contributions+emergencyFund,160000,false
235,sp500,高配当株＋ゴールド優先,true,clear,1912362,-0.3605644284977186,dividend+gold,reinvestment+contributions,160000,false
236,sp500,高配当株＋ゴールド優先,true,clear,2790557,-0.4422389379152543,dividend,reinvestment+contributions+emergencyFund,240000,false
237,sp500,高配当株＋ゴールド優先,true,clear,6409043,-0.16040718325072545,dividend+gold,contributions+emergencyFund,160000,true
238,sp500,高配当株＋ゴールド優先,true,clear,1294495,-0.3877363583972823,dividend+gold,contributions+emergencyFund,320000,false
239,sp500,高配当株＋ゴールド優先,true,clear,4436437,-0.3805144306104771,dividend+gold,contributions+emergencyFund,320000,true
240,sp500,高配当株＋ゴールド優先,true,clear,5060268,-0.13777031908107354,gold+dividend,contributions+emergencyFund,160000,true
241,sp500,高配当株＋ゴールド優先,true,clear,2502230,-0.24956594705681504,dividend+gold,contributions+emergencyFund,160000,false
242,sp500,高配当株＋ゴールド優先,true,clear,910758,-0.3815551156805288,dividend+gold,contributions+emergencyFund,320000,false
243,sp500,高配当株＋ゴールド優先,true,clear,3274994,-0.2861159254706848,dividend+gold,reinvestment+contributions,80000,true
244,sp500,高配当株＋ゴールド優先,true,clear,2063291,-0.25336,gold+dividend,contributions+emergencyFund,160000,false
245,sp500,高配当株＋ゴールド優先,true,clear,5390210,-0.2053665578950194,dividend+gold,contributions+emergencyFund,160000,true
246,sp500,高配当株＋ゴールド優先,true,clear,1819072,-0.4206314609265093,dividend+gold,contributions+emergencyFund,240000,false
247,sp500,高配当株＋ゴールド優先,true,clear,2263910,-0.243639,dividend+gold,emergencyFund+contributions,160000,false
248,sp500,高配当株＋ゴールド優先,true,clear,3791290,-0.1798021763839162,dividend+gold,contributions+emergencyFund,240000,true
249,sp500,高配当株＋ゴールド優先,true,clear,3680447,-0.37333497597634596,dividend+gold,reinvestment+contributions,240000,true
250,sp500,高配当株＋ゴールド優先,true,clear,4302235,-0.24190926092025292,dividend+gold,contributions+emergencyFund,240000,true
251,sp500,高配当株＋ゴールド優先,true,clear,939354,-0.40045116751593884,gold+dividend,contributions+emergencyFund,240000,false
252,sp500,高配当株＋ゴールド優先,true,clear,1739138,-0.4124343048354441,dividend+gold,contributions+emergencyFund,240000,false
253,sp500,高配当株＋ゴールド優先,true,clear,4836598,-0.25333122800685737,gold,emergencyFund+contributions+reinvestment,160000,true
254,sp500,高配当株＋ゴールド優先,true,clear,5625451,-0.2800198946182386,gold+dividend,contributions+emergencyFund,240000,true
255,sp500,高配当株＋ゴールド優先,true,clear,2967606,-0.188633986151718,dividend+gold,contributions+emergencyFund,160000,false
256,sp500,高配当株＋ゴールド優先,true,clear,3286673,-0.317635763458953,dividend+gold,contributions+emergencyFund,160000,true
257,sp500,高配当株＋ゴールド優先,true,clear,2567556,-0.6618451770451771,dividend+gold,contributions+emergencyFund,160000,false
258,sp500,高配当株＋ゴールド優先,true,clear,5284795,-0.33235066371681415,gold,contributions+emergencyFund+reinvestment,240000,true
259,sp500,高配当株＋ゴールド優先,true,clear,10526572,-0.16058591228395452,dividend,contributions+reinvestment+emergencyFund,240000,true
260,sp500,高配当株＋ゴールド優先,true,clear,3461852,-0.16984318901307835,dividend+gold,emergencyFund+contributions,80000,true
261,sp500,高配当株＋ゴールド優先,true,clear,2435530,-0.30456641614713376,dividend+gold,emergencyFund+contributions,80000,false
262,sp500,高配当株＋ゴールド優先,true,clear,4305386,-0.32081100040613314,gold+dividend,contributions+emergencyFund,320000,true
263,sp500,高配当株＋ゴールド優先,true,clear,1606542,-0.3907021484375,gold+dividend,contributions+emergencyFund,240000,false
264,sp500,高配当株＋ゴールド優先,true,clear,813348,-0.665097819779491,dividend+gold,reinvestment+emergencyFund,0,false
265,sp500,高配当株＋ゴールド優先,true,clear,2358537,-0.36237763187211053,gold+dividend,contributions+emergencyFund,240000,false
266,sp500,高配当株＋ゴールド優先,true,clear,1946588,-0.30052285940465956,dividend+gold,contributions+emergencyFund,160000,false
267,sp500,高配当株＋ゴールド優先,true,clear,2400728,-0.3008045661024493,dividend+gold,contributions+emergencyFund,160000,false
268,sp500,高配当株＋ゴールド優先,true,clear,12842937,-0.26694341612212363,gold+dividend,contributions+emergencyFund,240000,true
269,sp500,高配当株＋ゴールド優先,true,clear,7915144,-0.21961826839938572,dividend+gold,contributions+emergencyFund,320000,true
270,sp500,高配当株＋ゴールド優先,true,clear,3685571,-0.2469409576155868,dividend+gold,contributions+emergencyFund,160000,true
271,sp500,高配当株＋ゴールド優先,true,clear,4356188,-0.3540025021683958,dividend+gold,contributions+emergencyFund,240000,true
272,sp500,高配当株＋ゴールド優先,true,clear,6121888,-0.1755966924986305,dividend+gold,contributions+emergencyFund,160000,true
273,sp500,高配当株＋ゴールド優先,true,clear,4433176,-0.2851833503327019,gold+dividend,emergencyFund+contributions,80000,true
274,sp500,高配当株＋ゴールド優先,true,clear,2168962,-0.19293905608726375,gold+dividend,reinvestment+contributions,160000,false
275,sp500,高配当株＋ゴールド優先,true,clear,1934592,-0.35911082584325726,gold+dividend,contributions+emergencyFund,240000,false
276,sp500,高配当株＋ゴールド優先,true,clear,5496559,-0.1572036232446272,dividend+gold,contributions+emergencyFund,240000,true
277,sp500,高配当株＋ゴールド優先,true,clear,3059563,-0.14727483752901602,dividend+gold,contributions+emergencyFund,160000,true
278,sp500,高配当株＋ゴールド優先,true,clear,2381292,-0.3570436140448254,dividend+gold,reinvestment+contributions,80000,false
279,sp500,高配当株＋ゴールド優先,true,clear,4325570,-0.24947222727809817,dividend,emergencyFund+contributions+reinvestment,160000,true
280,sp500,高配当株＋ゴールド優先,true,clear,545634,-0.6883899319971933,dividend+gold,contributions+emergencyFund,160000,false
281,sp500,高配当株＋ゴールド優先,true,clear,5374977,-0.11168780281676614,dividend,contributions+emergencyFund+reinvestment,320000,true
282,sp500,高配当株＋ゴールド優先,true,clear,14881505,-0.06304842351760476,dividend,contributions+emergencyFund+reinvestment,240000,true
283,sp500,高配当株＋ゴールド優先,true,clear,1748359,-0.23980577478570458,dividend,emergencyFund+reinvestment+contributions,160000,false
284,sp500,高配当株＋ゴールド優先,true,clear,1690410,-0.6064658169177288,dividend+gold,contributions+emergencyFund,320000,false
285,sp500,高配当株＋ゴールド優先,true,clear,3856022,-0.25924431862860736,dividend+gold,contributions+emergencyFund,160000,true
286,sp500,高配当株＋ゴールド優先,true,clear,4161674,-0.3427993904869489,gold+dividend,reinvestment+contributions,80000,true
287,sp500,高配当株＋ゴールド優先,true,clear,1943015,-0.5720638629283489,dividend+gold,contributions+emergencyFund,240000,false
288,sp500,高配当株＋ゴールド優先,true,clear,2697986,-0.620572,gold,emergencyFund+reinvestment+contributions,80000,false
289,sp500,高配当株＋ゴールド優先,true,clear,12589590,-0.1870560505835913,dividend+gold,contributions+emergencyFund,240000,true
290,sp500,高配当株＋ゴールド優先,true,clear,3425290,-0.15294459442071573,dividend+gold,contributions+emergencyFund,240000,true
291,sp500,高配当株＋ゴールド優先,true,clear,2360648,-0.1556857599884973,gold+dividend,contributions+emergencyFund,160000,false
292,sp500,高配当株＋ゴールド優先,true,clear,1115705,-0.2962942587273082,dividend+gold,emergencyFund+contributions,80000,false
293,sp500,高配当株＋ゴールド優先,true,clear,14745437,-0.1917816829474692,gold+dividend,contributions+emergencyFund,240000,true
294,sp500,高配当株＋ゴールド優先,true,clear,2630828,-0.37593962602541053,gold+dividend,emergencyFund+contributions,80000,false
295,sp500,高配当株＋ゴールド優先,true,clear,1885830,-0.22721598212826608,dividend+gold,contributions+emergencyFund,240000,false
296,sp500,高配当株＋ゴールド優先,true,clear,6124890,-0.32229340678869733,dividend+gold,emergencyFund+contributions,80000,true
297,sp500,高配当株＋ゴールド優先,true,clear,2145936,-0.5851308768989674,gold+dividend,contributions+emergencyFund,160000,false
298,sp500,高配当株＋ゴールド優先,true,clear,11713456,-0.30637430146605177,gold+dividend,contributions+emergencyFund,320000,true
299,sp500,高配当株＋ゴールド優先,true,clear,4151958,-0.19915883721457928,dividend+gold,contributions+emergencyFund,160000,true
300,sp500,高配当株＋ゴールド優先,true,clear,2260194,-0.31944535746632774,gold+dividend,contributions+emergencyFund,240000,false
301,sp500,高配当株＋ゴールド優先,true,clear,5237027,-0.33731234913399305,dividend,contributions+emergencyFund+reinvestment,320000,true
302,sp500,高配当株＋ゴールド優先,true,clear,2473535,-0.21007545766047434,gold+dividend,contributions+emergencyFund,320000,false
303,sp500,高配当株＋ゴールド優先,true,clear,1453794,-0.2770805308910653,dividend+gold,emergencyFund+contributions,80000,false
304,sp500,高配当株＋ゴールド優先,true,clear,8973565,-0.3048401874478182,dividend+gold,contributions+emergencyFund,160000,true
305,sp500,高配当株＋ゴールド優先,true,clear,12131979,-0.1559576785638061,dividend+gold,contributions+emergencyFund,240000,true
306,sp500,高配当株＋ゴールド優先,true,clear,4487673,-0.2620596186800001,gold+dividend,emergencyFund+contributions,80000,true
307,sp500,高配当株＋ゴールド優先,true,clear,2789309,-0.1919469246031746,gold+dividend,emergencyFund+contributions,80000,false
308,sp500,高配当株＋ゴールド優先,true,clear,4186610,-0.372644,dividend+gold,emergencyFund+reinvestment,0,true
309,sp500,高配当株＋ゴールド優先,true,clear,16714315,-0.049909231437671286,gold+dividend,contributions+emergencyFund,240000,true
310,sp500,高配当株＋ゴールド優先,true,clear,2479919,-0.21441179748560163,dividend+gold,emergencyFund+contributions,80000,false
311,sp500,高配当株＋ゴールド優先,true,clear,945931,-0.629873030854626,dividend+gold,emergencyFund+contributions,80000,false
312,sp500,高配当株＋ゴールド優先,true,clear,2189487,-0.2970267081525402,gold+dividend,emergencyFund+contributions,80000,false
313,sp500,高配当株＋ゴールド優先,true,clear,4744284,-0.263753921593103,gold+dividend,emergencyFund+contributions,80000,true
314,sp500,高配当株＋ゴールド優先,true,clear,1842455,-0.45540242538180287,gold+dividend,contributions+emergencyFund,160000,false
315,sp500,高配当株＋ゴールド優先,true,clear,2728904,-0.2855044021639521,gold+dividend,contributions+emergencyFund,320000,false
316,sp500,高配当株＋ゴールド優先,true,clear,4406083,-0.5383587092636339,gold,contributions+emergencyFund+reinvestment,320000,true
317,sp500,高配当株＋ゴールド優先,true,clear,2328351,-0.1893161249582014,dividend+gold,contributions+emergencyFund,160000,false
318,sp500,高配当株＋ゴールド優先,true,clear,1863039,-0.4288,gold+dividend,contributions+emergencyFund,240000,false
319,sp500,高配当株＋ゴールド優先,true,clear,3065505,-0.1512,gold+dividend,contributions+emergencyFund,160000,true
320,sp500,高配当株＋ゴールド優先,true,clear,1603501,-0.47011530146528946,gold+dividend,reinvestment+contributions,80000,false
321,sp500,高配当株＋ゴールド優先,true,clear,6257039,-0.20986231244483672,gold+dividend,contributions+emergencyFund,160000,true
322,sp500,高配当株＋ゴールド優先,true,clear,8484949,-0.35919997998367037,dividend+gold,contributions+emergencyFund,240000,true
323,sp500,高配当株＋ゴールド優先,true,clear,3091933,-0.2398431488533957,dividend+gold,emergencyFund+contributions,80000,true
324,sp500,高配当株＋ゴールド優先,true,clear,4713446,-0.18321544700296616,gold+dividend,contributions+emergencyFund,320000,true
325,sp500,高配当株＋ゴールド優先,true,clear,3357064,-0.523055049164866,dividend+gold,contributions+emergencyFund,160000,true
326,sp500,高配当株＋ゴールド優先,true,clear,1139469,-0.7024032199710565,dividend+gold,contributions+emergencyFund,320000,false
327,sp500,高配当株＋ゴールド優先,true,clear,1784763,-0.37601277734401123,gold+dividend,contributions+emergencyFund,320000,false
328,sp500,高配当株＋ゴールド優先,true,clear,2135191,-0.46589471250360076,dividend+gold,contributions+emergencyFund,320000,false
329,sp500,高配当株＋ゴールド優先,true,clear,2196996,-0.39149900845667057,gold+dividend,reinvestment+contributions,80000,false
330,sp500,高配当株＋ゴールド優先,true,clear,2749618,-0.3165775734489663,gold+dividend,contributions+emergencyFund,160000,false
331,sp500,高配当株＋ゴールド優先,true,clear,1233775,-0.19970181530812275,gold+dividend,contributions+emergencyFund,160000,false
332,sp500,高配当株＋ゴールド優先,true,clear,1365266,-0.6116164719846554,gold,contributions+reinvestment+emergencyFund,320000,false
333,sp500,高配当株＋ゴールド優先,true,clear,1365036,-0.4435545644058758,dividend+gold,emergencyFund+contributions,80000,false
334,sp500,高配当株＋ゴールド優先,true,clear,5579441,-0.21098137530814193,gold,contributions+reinvestment+emergencyFund,320000,true
335,sp500,高配当株＋ゴールド優先,true,clear,10340284,-0.22283063618560284,dividend+gold,reinvestment+contributions,80000,true
336,sp500,高配当株＋ゴールド優先,true,clear,3141712,-0.3817133779346987,gold+dividend,emergencyFund+contributions,80000,true
337,sp500,高配当株＋ゴールド優先,true,clear,2486434,-0.35797292788920104,dividend+gold,emergencyFund+contributions,80000,false
338,sp500,高配当株＋ゴールド優先,true,clear,2136788,-0.266277523729009,gold+dividend,emergencyFund+contributions,80000,false
339,sp500,高配当株＋ゴールド優先,true,clear,4484008,-0.12352272902123905,dividend+gold,emergencyFund+contributions,80000,true
340,sp500,高配当株＋ゴールド優先,true,clear,2566219,-0.23456400773421576,dividend+gold,contributions+emergencyFund,320000,false
341,sp500,高配当株＋ゴールド優先,true,clear,2730099,-0.22908236476456215,gold+dividend,contributions+emergencyFund,320000,false
342,sp500,高配当株＋ゴールド優先,true,clear,2011152,-0.5898125788329736,dividend+gold,contributions+reinvestment,240000,false
343,sp500,高配当株＋ゴールド優先,true,clear,6283589,-0.16637867030477993,gold+dividend,contributions+emergencyFund,160000,true
344,sp500,高配当株＋ゴールド優先,true,clear,6176689,-0.28561082379263236,gold+dividend,contributions+emergencyFund,160000,true
345,sp500,高配当株＋ゴールド優先,true,clear,7429186,-0.21464898701577673,gold+dividend,emergencyFund+contributions,80000,true
346,sp500,高配当株＋ゴールド優先,true,clear,2871921,-0.322553450621211,gold+dividend,contributions+emergencyFund,160000,false
347,sp500,高配当株＋ゴールド優先,true,clear,3919449,-0.264373,dividend+gold,contributions+emergencyFund,160000,true
348,sp500,高配当株＋ゴールド優先,true,clear,2172910,-0.329973451825243,gold+dividend,contributions+emergencyFund,160000,false
349,sp500,高配当株＋ゴールド優先,true,clear,1831805,-0.27063883844899855,gold+dividend,contributions+emergencyFund,160000,false
350,sp500,高配当株＋ゴールド優先,true,clear,1936013,-0.45501890356519276,dividend+gold,contributions+emergencyFund,240000,false
351,sp500,高配当株＋ゴールド優先,true,clear,3407807,-0.13549339136356034,gold+dividend,contributions+emergencyFund,240000,true
352,sp500,高配当株＋ゴールド優先,true,clear,1842366,-0.43238430947216194,dividend+gold,contributions+emergencyFund,160000,false
353,sp500,高配当株＋ゴールド優先,true,clear,8290411,-0.168,dividend+gold,emergencyFund+contributions,80000,true
354,sp500,高配当株＋ゴールド優先,true,clear,4518615,-0.19718909280689895,dividend+gold,emergencyFund+contributions,80000,true
355,sp500,高配当株＋ゴールド優先,true,clear,4155400,-0.2616258351990237,dividend+gold,contributions+emergencyFund,160000,true
356,sp500,高配当株＋ゴールド優先,true,clear,3542613,-0.3106087376461909,gold+dividend,contributions+emergencyFund,320000,true
357,sp500,高配当株＋ゴールド優先,true,clear,5114563,-0.166793,dividend+gold,contributions+emergencyFund,320000,true
358,sp500,高配当株＋ゴールド優先,true,clear,2136455,-0.35086891575515883,dividend+gold,reinvestment+contributions,80000,false
359,sp500,高配当株＋ゴールド優先,true,clear,1448087,-0.388144,dividend+gold,emergencyFund+contributions,80000,false
360,sp500,高配当株＋ゴールド優先,true,clear,6008773,-0.17535922086973313,dividend+gold,contributions+emergencyFund,160000,true
361,sp500,高配当株＋ゴールド優先,true,clear,2662510,-0.3943606722323444,dividend+gold,contributions+emergencyFund,240000,false
362,sp500,高配当株＋ゴールド優先,true,clear,1822604,-0.18776333835138181,gold+dividend,emergencyFund+contributions,80000,false
363,sp500,高配当株＋ゴールド優先,true,clear,2899396,-0.3255175249471537,gold+dividend,contributions+emergencyFund,160000,false
364,sp500,高配当株＋ゴールド優先,true,clear,6647582,-0.278798,dividend+gold,contributions+emergencyFund,240000,true
365,sp500,高配当株＋ゴールド優先,true,clear,3207553,-0.1869267283284131,dividend+gold,emergencyFund+contributions,160000,true
366,sp500,高配当株＋ゴールド優先,true,clear,3987356,-0.386896,gold+dividend,contributions+emergencyFund,320000,true
367,sp500,高配当株＋ゴールド優先,true,clear,2532779,-0.5172659332025005,dividend+gold,emergencyFund+reinvestment,0,false
368,sp500,高配当株＋ゴールド優先,true,clear,3743856,-0.1810420993983136,dividend+gold,emergencyFund+contributions,80000,true
